IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpMinutesRounded,Notional Cost (£),NumCalls
150757-28092023,28-Sep-23,2023,20:43:57,20,False Alarm,AFA,,Non Residential,Warehouse ,Correct incident location,SE27 0SP,SE27,10000445399.0,21900816,E09000022,LAMBETH,Lambeth,E05014106,KNIGHT'S HILL,KNIGHT'S HILL,531906.0,171632.0,531950,171650,51.42835531,-0.103993894,London,West Norwood,141.0,West Norwood,,,1.0,1.0,1,60,388,1.0
113309-28072023,28-Jul-23,2023,13:48:32,13,False Alarm,AFA,,Non Residential,Restaurant/cafe,Within same building,E14 9GE,E14,6061446.0,22702032,E09000030,TOWER HAMLETS,Tower Hamlets,E05009318,BLACKWALL & CUBITT TOWN,BLACKWALL & CUBITT TOWN,537813.0,179646.0,537850,179650,51.49896672,-0.015962729,London,Millwall,288.0,Millwall,,,1.0,1.0,1,60,388,1.0
174287-07112023,07-Nov-23,2023,06:31:28,6,False Alarm,False alarm - Good intent,,Outdoor,Road surface/pavement ,In street close to gazetteer location,HA2 8AB,HA2,10091091548.0,21202794,E09000015,HARROW,Harrow,E05013558,ROXBOURNE,ROXBOURNE,513979.0,186752.0,513950,186750,51.5681386,-0.356860211,London,Northolt,244.0,Northolt,247.0,Northolt,1.0,2.0,2,60,388,1.0
061757-03052023,03-May-23,2023,19:55:16,19,Special Service,Special Service,Effecting entry/exit,Dwelling,Bungalow - single occupancy ,Correct incident location,,KT4,0.0,22601381,E09000029,SUTTON,Sutton,E05013760,NORTH CHEAM,NORTH CHEAM,,,523850,165850,,,London,Sutton,235.0,Sutton,,,1.0,1.0,1,60,388,1.0
109338-21072023,21-Jul-23,2023,11:29:17,11,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street outside gazetteer location,SW8 4BU,SW8,10070247864.0,22902989,E09000032,WANDSWORTH,Wandsworth,E05014015,NINE ELMS,NINE ELMS,528826.0,176999.0,528850,176950,51.47729891,-0.146322429,London,Clapham,415.0,Battersea,,,1.0,1.0,1,60,388,1.0
186444-27112023,27-Nov-23,2023,19:53:41,19,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,N21,0.0,20706126,E09000010,ENFIELD,Enfield,E05013687,OAKWOOD,OAKWOOD,,,530450,195850,,,London,Southgate,343.0,Southgate,1056.0,Edmonton,2.0,2.0,2,74,479,1.0
012899-26012023,26-Jan-23,2023,17:30:53,17,Special Service,Special Service,Lift Release,Dwelling,Self contained Sheltered Housing ,Correct incident location,,NW8,0.0,8401004,E09000033,WESTMINSTER,Westminster,E05013792,ABBEY ROAD,ABBEY ROAD,,,526250,183350,,,London,West Hampstead,293.0,Paddington,,,1.0,1.0,1,60,364,1.0
102173-09072023,09-Jul-23,2023,16:49:59,16,Special Service,Special Service,Effecting entry/exit,Non Residential,Single shop ,Correct incident location,W1B 4EN,W1B,10033627814.0,8401217,E09000033,WESTMINSTER,Westminster,E05013808,WEST END,WEST END,529369.0,180627.0,529350,180650,51.5097796,-0.137183,London,Soho,,,,,1.0,1.0,1,60,388,1.0
118494-06082023,06-Aug-23,2023,17:12:16,17,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,SE1,0.0,22502444,E09000028,SOUTHWARK,Southwark,E05011098,CHAUCER,CHAUCER,,,532250,179450,,,London,Dowgate,264.0,Dowgate,414.0,Dockhead,2.0,2.0,2,60,388,1.0
160141-14102023,14-Oct-23,2023,11:15:27,11,Special Service,Special Service,Medical Incident,Dwelling,House - single occupancy ,Correct incident location,,SW20,0.0,22105351,E09000024,MERTON,Merton,E05013827,WEST BARNES,WEST BARNES,,,523150,168950,,,London,New Malden,,,,,1.0,1.0,1,60,388,3.0
142520-15092023,15-Sep-23,2023,11:24:46,11,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SW6,0.0,21000356,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013738,FULHAM REACH,FULHAM REACH,,,523750,177550,,,London,Hammersmith,295.0,Wandsworth,,,1.0,1.0,1,60,388,1.0
085480-13062023,13-Jun-23,2023,10:19:48,10,Special Service,Special Service,RTC,Road Vehicle,Lorry/HGV ,On motorway / elevated road,SE9 2RG,SE9,10023301885.0,20106285,E09000011,GREENWICH,Greenwich,E05014079,ELTHAM TOWN & AVERY HILL,ELTHAM TOWN & AVERY HILL,545004.0,175125.0,545050,175150,51.45654778,0.085716584,London,Eltham,469.0,Eltham,,,1.0,1.0,1,60,388,12.0
150931-29092023,29-Sep-23,2023,07:18:56,7,False Alarm,AFA,,Non Residential,Secondary school,Correct incident location,E16 4DD,E16,10023994665.0,22208080,E09000025,NEWHAM,Newham,E05013906,CANNING TOWN NORTH,CANNING TOWN NORTH,539938.0,181905.0,539950,181950,51.5187392,0.0155238,London,Plaistow,85.0,Plaistow,,,1.0,1.0,1,60,388,1.0
184038-23112023,23-Nov-23,2023,19:54:24,19,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,SE6,0.0,22001995,E09000023,LEWISHAM,Lewisham,E05013724,HITHER GREEN,HITHER GREEN,,,539450,173150,,,London,Lee Green,296.0,Lee Green,337.0,Lewisham,2.0,2.0,2,60,388,1.0
193609-09122023,09-Dec-23,2023,19:07:14,19,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,SW8,0.0,21902026,E09000022,LAMBETH,Lambeth,E05014108,OVAL,OVAL,,,530350,177350,,,London,Lambeth,238.0,Lambeth,239.0,Lambeth,1.0,2.0,2,60,388,1.0
199204-19122023,19-Dec-23,2023,11:28:20,11,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,W11,0.0,21701035,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009392,COLVILLE,COLVILLE,,,524550,181450,,,London,North Kensington,286.0,North Kensington,369.0,Paddington,2.0,2.0,2,60,388,1.0
055186-21042023,21-Apr-23,2023,11:59:32,11,False Alarm,AFA,,Non Residential,Warehouse ,Within same building,NW10 0UF,NW10,202081683.0,20202311,E09000005,BRENT,Brent,E05013510,STONEBRIDGE,STONEBRIDGE,521201.0,185206.0,521250,185250,51.5527342,-0.2532504,London,Park Royal,652.0,Wembley,,,1.0,1.0,1,60,388,1.0
178139-13112023,13-Nov-23,2023,13:08:40,13,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,UB5,0.0,20600257,E09000009,EALING,Ealing,E05013532,NORTHOLT WEST END,NORTHOLT WEST END,,,511950,182850,,,London,Southall,443.0,Northolt,,,1.0,1.0,1,60,388,1.0
069122-17052023,17-May-23,2023,17:18:32,17,Special Service,Special Service,Other rescue/release of persons,Outdoor,Playground/Recreation area (not equipment),Open land/water - nearest gazetteer location,DA18 4DF,DA18,100020232861.0,20100912,E09000004,BEXLEY,Bexley,E05011232,THAMESMEAD EAST,THAMESMEAD EAST,548092.0,179347.0,548050,179350,51.49368568,0.131891688,London,Erith,517.0,Plumstead,,,1.0,1.0,1,60,388,1.0
088384-17062023,17-Jun-23,2023,16:30:33,16,Special Service,Special Service,RTC,Outdoor,Road surface/pavement ,In street outside gazetteer location,N6 5DB,N6,100021226004.0,21100810,E09000014,HARINGEY,Haringey,E05013592,HIGHGATE,HIGHGATE,529360.0,187785.0,529350,187750,51.57410789,-0.134685174,London,Hornsey,357.0,Hornsey,,,1.0,1.0,1,60,388,2.0
021008-11022023,11-Feb-23,2023,12:22:49,12,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,RM10,0.0,19900051,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014063,HEATH,HEATH,,,549350,186750,,,London,Dagenham,191.0,Ilford,194.0,Dagenham,2.0,2.0,2,60,364,1.0
026547-22022023,22-Feb-23,2023,14:07:42,14,Special Service,Special Service,No action (not false alarm),Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Within same building,,CR0,0.0,20500799,E09000008,CROYDON,Croydon,E05011463,ADDISCOMBE WEST,ADDISCOMBE WEST,,,533650,166050,,,London,Woodside,323.0,Croydon,,,1.0,1.0,1,60,364,1.0
147692-23092023,23-Sep-23,2023,15:07:01,15,Special Service,Special Service,Other rescue/release of persons,Dwelling,House - single occupancy ,Correct incident location,,TW12,0.0,22401643,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05013778,HAMPTON,HAMPTON,,,513350,169950,,,London,Twickenham,477.0,Twickenham,,,1.0,1.0,1,60,388,1.0
005427-12012023,12-Jan-23,2023,14:10:25,14,Special Service,Special Service,Assist other agencies,Dwelling,Self contained Sheltered Housing ,Correct incident location,,EN4,0.0,20701157,E09000010,ENFIELD,Enfield,E05013678,COCKFOSTERS,COCKFOSTERS,,,528150,196150,,,London,Southgate,324.0,Southgate,,,1.0,1.0,1,60,364,1.0
045801-02042023,02-Apr-23,2023,19:17:57,19,Special Service,Special Service,No action (not false alarm),Non Residential,Hospital ,Correct incident location,TW7 6AF,TW7,200003992347.0,21501137,E09000018,HOUNSLOW,Hounslow,E05013627,SYON & BRENTFORD LOCK,SYON & BRENTFORD LOCK,516470.0,176297.0,516450,176250,51.47366473,-0.324391748,London,Heston,,,,,1.0,1.0,1,60,388,2.0
175255-08112023,08-Nov-23,2023,19:57:10,19,Special Service,Special Service,Effecting entry/exit,Dwelling,Self contained Sheltered Housing ,Correct incident location,,IG8,0.0,22859150,E09000031,WALTHAM FOREST,Waltham Forest,E05013890,HATCH LANE & HIGHAMS PARK NORTH,HATCH LANE & HIGHAMS PARK NORTH,,,539650,192350,,,London,Woodford,258.0,Woodford,,,1.0,1.0,1,60,388,1.0
057057-25042023,25-Apr-23,2023,09:26:00,9,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Within same building,,SW18,0.0,22906081,E09000032,WANDSWORTH,Wandsworth,E05014011,EAST PUTNEY,EAST PUTNEY,,,525050,174250,,,London,Wandsworth,594.0,Tooting,814.0,Wimbledon,2.0,2.0,2,60,388,1.0
066430-12052023,12-May-23,2023,16:57:54,16,False Alarm,AFA,,Dwelling,House - single occupancy ,Within same building,,W10,0.0,21700807,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009394,DALGARNO,DALGARNO,,,523350,181850,,,London,North Kensington,234.0,North Kensington,,,1.0,1.0,1,60,388,1.0
079173-03062023,03-Jun-23,2023,23:15:23,23,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,SW10,0.0,21700450,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009402,REDCLIFFE,REDCLIFFE,,,526050,177850,,,London,Chelsea,309.0,Kensington,396.0,Hammersmith,2.0,2.0,2,60,388,1.0
141225-13092023,13-Sep-23,2023,10:19:05,10,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,W14,0.0,21000572,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013734,AVONMORE,AVONMORE,,,524650,178550,,,London,Hammersmith,265.0,Hammersmith,,,1.0,1.0,1,60,388,1.0
039355-20032023,20-Mar-23,2023,10:16:41,10,False Alarm,AFA,,Non Residential,Infant/Primary school,Correct incident location,RM1 2RU,RM1,10070707065.0,21300380,E09000016,HAVERING,Havering,E05013981,ST. ALBAN'S,ST. ALBAN'S,552371.0,188184.0,552350,188150,51.57194493,0.197305089,London,Hornchurch,483.0,Hornchurch,,,1.0,1.0,1,60,364,2.0
202398-25122023,25-Dec-23,2023,03:43:06,3,Special Service,Special Service,Assist other agencies,Non Residential,Sports/Social club ,Correct incident location,N22 8EP,N22,10022939252.0,21104385,E09000014,HARINGEY,Haringey,E05013605,WOODSIDE,WOODSIDE,530765.0,190995.0,530750,190950,51.60262497,-0.113228841,London,Hornsey,391.0,Hornsey,,,1.0,1.0,1,60,388,1.0
177530-12112023,12-Nov-23,2023,17:57:15,17,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,E8,0.0,20900598,E09000012,HACKNEY,Hackney,E05009381,LONDON FIELDS,LONDON FIELDS,,,534050,184250,,,London,Homerton,361.0,Bethnal Green,387.0,Shoreditch,2.0,2.0,2,60,388,1.0
058604-28042023,28-Apr-23,2023,08:10:45,8,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,N13,0.0,20704279,E09000010,ENFIELD,Enfield,E05013688,PALMERS GREEN,PALMERS GREEN,,,531150,193050,,,London,Southgate,268.0,Southgate,450.0,Edmonton,2.0,2.0,2,60,388,1.0
205663-31122023,31-Dec-23,2023,11:12:21,11,Special Service,Special Service,Assist other agencies,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W1D,0.0,8400552,E09000033,WESTMINSTER,Westminster,E05013806,ST. JAMES'S,ST. JAMES'S,,,529750,180850,,,London,Soho,130.0,Soho,,,1.0,1.0,1,60,388,1.0
041587-24032023,24-Mar-23,2023,21:49:48,21,Fire,Secondary Fire,,Outdoor,Loose refuse ,On land associated with building,NW1 0TA,NW1,5022552.0,20400512,E09000007,CAMDEN,Camden,E05013654,CAMDEN SQUARE,CAMDEN SQUARE,529264.0,184098.0,529250,184050,51.54099613,-0.137422605,London,Kentish Town,121.0,Kentish Town,282.0,Euston,2.0,3.0,3,63,382,11.0
164590-21102023,21-Oct-23,2023,18:11:14,18,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,N6,0.0,20400028,E09000007,CAMDEN,Camden,E05013661,HIGHGATE,HIGHGATE,,,528550,186850,,,London,Kentish Town,307.0,Kentish Town,400.0,Kentish Town,1.0,2.0,2,60,388,1.0
176034-10112023,10-Nov-23,2023,09:28:13,9,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,NW11,0.0,20015820,E09000003,BARNET,Barnet,E05013631,CHILDS HILL,CHILDS HILL,,,525050,186450,,,London,West Hampstead,226.0,West Hampstead,227.0,West Hampstead,3.0,5.0,5,119,770,2.0
031439-04032023,04-Mar-23,2023,12:16:12,12,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,N4,0.0,21103291,E09000014,HARINGEY,Haringey,E05013591,HERMITAGE & GARDENS,HERMITAGE & GARDENS,,,532150,188150,,,London,Tottenham,362.0,Stoke Newington,404.0,Holloway,2.0,2.0,2,86,522,1.0
150064-27092023,27-Sep-23,2023,18:07:49,18,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,E9,0.0,20900233,E09000012,HACKNEY,Hackney,E05009374,HACKNEY WICK,HACKNEY WICK,,,536050,184550,,,London,Homerton,309.0,Homerton,321.0,Homerton,1.0,2.0,2,60,388,1.0
117872-05082023,05-Aug-23,2023,14:46:47,14,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,SW5,0.0,21700362,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009395,EARL'S COURT,EARL'S COURT,,,525450,178650,,,London,Kensington,165.0,Hammersmith,341.0,Hammersmith,1.0,2.0,2,60,388,2.0
145826-20092023,20-Sep-23,2023,17:14:38,17,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,CR0,0.0,20502773,E09000008,CROYDON,Croydon,E05011482,SHIRLEY NORTH,SHIRLEY NORTH,,,536250,165950,,,London,Woodside,502.0,Addington,510.0,Addington,1.0,2.0,2,60,388,1.0
044565-31032023,31-Mar-23,2023,06:38:13,6,Special Service,Special Service,Flooding,Dwelling,House - single occupancy ,Within same building,,UB10,0.0,21401446,E09000017,HILLINGDON,Hillingdon,E05013571,HILLINGDON EAST,HILLINGDON EAST,,,508350,184150,,,London,Hillingdon,390.0,Hillingdon,,,1.0,1.0,1,60,364,1.0
183372-22112023,22-Nov-23,2023,19:11:18,19,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,TW9,0.0,22405917,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05013786,SOUTH RICHMOND,SOUTH RICHMOND,,,518150,175050,,,London,Richmond,235.0,Richmond,631.0,Twickenham,2.0,2.0,2,117,757,4.0
117547-04082023,04-Aug-23,2023,21:58:57,21,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,N18,0.0,20704802,E09000010,ENFIELD,Enfield,E05013679,EDMONTON GREEN,EDMONTON GREEN,,,534950,192750,,,London,Edmonton,398.0,Edmonton,,,1.0,1.0,1,60,388,1.0
185800-26112023,26-Nov-23,2023,18:13:22,18,False Alarm,AFA,,Non Residential,Single shop ,Correct incident location,RM11 2LG,RM11,100023213487.0,21300202,E09000016,HAVERING,Havering,E05013985,SQUIRREL'S HEATH,SQUIRREL'S HEATH,553967.0,189494.0,553950,189450,51.58327994,0.220885776,London,Hornchurch,266.0,Hornchurch,,,1.0,1.0,1,60,388,1.0
116443-02082023,02-Aug-23,2023,22:22:16,22,Special Service,Special Service,Advice Only,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,E18,0.0,22306550,E09000026,REDBRIDGE,Redbridge,E05011238,CHURCHFIELDS,CHURCHFIELDS,,,540450,190650,,,London,Woodford,378.0,Woodford,,,1.0,1.0,1,60,388,1.0
073605-25052023,25-May-23,2023,22:47:43,22,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,SW1V,0.0,8401852,E09000033,WESTMINSTER,Westminster,E05013803,PIMLICO SOUTH,PIMLICO SOUTH,,,529150,177950,,,London,Lambeth,277.0,Lambeth,,,1.0,1.0,1,60,388,1.0
189426-02122023,02-Dec-23,2023,17:49:31,17,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,IG1 2QE,IG1,10013584999.0,22304156,E09000026,REDBRIDGE,Redbridge,E05011247,LOXFORD,LOXFORD,544241.0,184924.0,544250,184950,51.5447889,0.078737775,London,Ilford,268.0,Barking,283.0,Barking,1.0,2.0,2,60,388,1.0
193108-08122023,08-Dec-23,2023,22:15:13,22,False Alarm,AFA,,Dwelling,Licensed House in Multiple Occupation - Up to 2 storeys ,Within same building,,TW14,0.0,21501005,E09000018,HOUNSLOW,Hounslow,E05013613,FELTHAM NORTH,FELTHAM NORTH,,,510550,173850,,,London,Feltham,209.0,Feltham,212.0,Feltham,1.0,2.0,2,60,388,1.0
099229-04072023,04-Jul-23,2023,20:49:00,20,False Alarm,AFA,,Dwelling,House - single occupancy ,Within same building,,E1W,0.0,22701301,E09000030,TOWER HAMLETS,Tower Hamlets,E05009330,ST. KATHARINE'S & WAPPING,ST. KATHARINE'S & WAPPING,,,534650,180350,,,London,Shadwell,272.0,Shadwell,385.0,Whitechapel,2.0,2.0,2,60,388,1.0
125766-19082023,19-Aug-23,2023,13:20:44,13,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Within same building,,EN1,0.0,20702677,E09000010,ENFIELD,Enfield,E05013676,BUSH HILL PARK,BUSH HILL PARK,,,532750,195150,,,London,Edmonton,299.0,Edmonton,414.0,Enfield,2.0,2.0,2,60,388,1.0
051985-15042023,15-Apr-23,2023,00:04:52,0,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,W1J 7NG,W1J,10033541148.0,8400515,E09000033,WESTMINSTER,Westminster,E05013806,ST. JAMES'S,ST. JAMES'S,528852.0,180162.0,528850,180150,51.50571288,-0.14479286,London,Soho,369.0,Soho,389.0,Soho,1.0,2.0,2,65,420,2.0
066363-12052023,12-May-23,2023,14:06:22,14,False Alarm,AFA,,Non Residential,Art Gallery ,Correct incident location,E2 7LH,E2,6005158.0,22702188,E09000030,TOWER HAMLETS,Tower Hamlets,E05009335,WEAVERS,WEAVERS,533951.0,182547.0,533950,182550,51.52596569,-0.07046839,London,Bethnal Green,202.0,Bethnal Green,243.0,Shoreditch,3.0,3.0,3,60,388,1.0
022796-14022023,14-Feb-23,2023,21:14:00,21,False Alarm,AFA,,Non Residential,Infant/Primary school,Within same building,BR6 7PH,BR6,10070008424.0,20300893,E09000006,BROMLEY,Bromley,E05013992,CHELSFIELD,CHELSFIELD,548923.0,164246.0,548950,164250,51.357772,0.137506,London,Orpington,333.0,Orpington,,,1.0,1.0,1,60,364,1.0
073378-25052023,25-May-23,2023,14:37:20,14,False Alarm,AFA,,Non Residential,Purpose built office ,Correct incident location,NW1 6ZP,NW1,100023071746.0,8401066,E09000033,WESTMINSTER,Westminster,E05013805,REGENT'S PARK,REGENT'S PARK,527453.0,181870.0,527450,181850,51.5213775,-0.1643302,London,Paddington,235.0,Soho,,,1.0,1.0,1,60,388,1.0
189546-02122023,02-Dec-23,2023,20:51:50,20,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,RM7,0.0,19903795,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014059,EASTBROOK & RUSH GREEN,EASTBROOK & RUSH GREEN,,,550950,186750,,,London,Dagenham,336.0,Dagenham,505.0,Hornchurch,2.0,2.0,2,60,388,1.0
089774-19062023,19-Jun-23,2023,22:37:12,22,Special Service,Special Service,Animal assistance incidents,Outdoor,Tree scrub ,In street close to gazetteer location,N16 5NR,N16,10008355449.0,20900653,E09000012,HACKNEY,Hackney,E05009384,STAMFORD HILL WEST,STAMFORD HILL WEST,532988.0,187069.0,532950,187050,51.56682749,-0.082634404,London,Stoke Newington,228.0,Stoke Newington,,,1.0,1.0,1,60,388,1.0
050823-12042023,12-Apr-23,2023,17:42:01,17,Fire,Secondary Fire,,Outdoor,Railway trackside vegetation ,Railway land or rolling stock,W3 9EH,W3,12010662.0,20602383,E09000009,EALING,Ealing,E05013527,NORTH ACTON,NORTH ACTON,520103.0,181126.0,520150,181150,51.51630145,-0.27045925,London,Acton,181.0,Acton,,,1.0,1.0,1,131,847,1.0
171198-02112023,02-Nov-23,2023,10:10:10,10,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W4,0.0,21500590,E09000018,HOUNSLOW,Hounslow,E05013609,CHISWICK GUNNERSBURY,CHISWICK GUNNERSBURY,,,520650,178350,,,London,Chiswick,208.0,Chiswick,441.0,Acton,3.0,3.0,3,60,388,1.0
171787-03112023,03-Nov-23,2023,12:25:42,12,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SM4,0.0,22100636,E09000024,MERTON,Merton,E05013822,RAVENSBURY,RAVENSBURY,,,526550,167050,,,London,Mitcham,32.0,Mitcham,,,1.0,1.0,1,60,388,2.0
187743-30112023,30-Nov-23,2023,00:58:21,0,Special Service,Special Service,Assist other agencies,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,UB3,0.0,21401857,E09000017,HILLINGDON,Hillingdon,E05013569,HAYES TOWN,HAYES TOWN,,,509750,179450,,,London,Hayes,275.0,Hayes,,,1.0,1.0,1,61,394,1.0
177979-13112023,13-Nov-23,2023,08:46:02,8,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,E1,0.0,22700970,E09000030,TOWER HAMLETS,Tower Hamlets,E05009336,WHITECHAPEL,WHITECHAPEL,,,534050,180950,,,London,Whitechapel,156.0,Whitechapel,339.0,Dowgate,2.0,2.0,2,60,388,1.0
049726-10042023,10-Apr-23,2023,09:21:37,9,Special Service,Special Service,RTC,Road Vehicle,Car ,On motorway / elevated road,CM14 5NG,CM14,10059203508.0,99990056,E09000016,HAVERING,Havering,E05013971,GOOSHAYS,GOOSHAYS,556714.0,192434.0,556750,192450,51.60893574,0.261817399,London,Harold Hill,696.0,Harold Hill,,,3.0,3.0,3,122,789,2.0
